VMName,ResourceGroupName,AzTenantId,AzSubscriptionId,TOPdeskActivity
RHEL9CIS,RG_DATABASES_PRD,2f2d3332-72d3-4fdb-9ae9-03220c44964e,9e1f0c8d-8783-498a-9c49-c9731506aa22,test
